zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
目前持倉數量,目前持仓数量,Current Open Position ,,ตำแหน่งที่เปิดอยู่ในปัจจุบัน,,7,現在のポジション数,,6,현재 위치 수,,8,Số lượng vị thế để ngỏ hiện tại,,13,futuresTransaction.currentPositionQty
設置追蹤止損距離,设置追踪止损距离,Set trailing stop-loss distance,,ตั้งระยะหยุดขาดทุน,,9,追跡停止損失距離を設定します,,8,추적 중지 손실 거리를 설정합니다,,11,Thiết lập khoảng cách chốt lỗ được theo dõi,,18,"futuresTransaction.trailingStopSubtitle,orderModify.trailingStopSubtitle,positionModify.trailingStopSubtitle"
預計盈虧,预计盈亏,Estimated P/L,,ยอดกำไร/ขาดทุนที่คาดการณ์ไว้,,4,推定利益または損失,,4,예상 이익 또는 손실,,5,Lãi lỗ dự tính,,9,"futuresTransaction.estimateProfitLoss,orderModify.estimateProfitLoss,positionModify.estimateProfitLoss"
查看持倉,查看持仓,View positions,,ดูตำแหน่ง,,4,保持位置を表示します,,4,보류 위치를 봅니다,,5,Tra cứu vị thế để ngỏ,,9,futuresTransaction.createOrderResultPopup.checkPosition
查看掛單,查看挂单,View order,,ดูคำสั่งซื้อ,,4,ハンギングオーダーを表示します,,4,교수형 순서를보십시오,,5,Tra cứu Đơn treo,,9,futuresTransaction.createOrderResultPopup.checkAccountOrder
繼續交易,继续交易,Continue Trading,,ซื้อขายต่อ,,4,取引を続けます,,4,계속 거래하십시오,,5,Tiếp tục giao dịch,,9,futuresTransaction.createOrderResultPopup.continueTrading
持倉量已達到上限,持仓量已达到上限,Your open position has reached the upper limit.,,ตำแหน่งที่เปิดของคุณถึงขีดจำกัดบนแล้ว,,9,,,8,,,11,Lượng vị thế để ngỏ đã đạt giới hạn tối đa,,18,futuresTransaction.maxPositionPopup.title
"目前持倉量已達上限
無法進行交易","目前持仓量已达上限
无法进行交易",Your current open position has reached the upper limit. You are unable to trade.,,"ตำแหน่งที่เปิดอยู่ปัจจุบันของคุณถึงขีดจำกัดสูงสุดแล้ว 
 คุณไม่สามารถทำการซื้อขายได้",,17,,,15,,,21,"Hiện tại lượng vị thế để ngỏ đạt giới hạn tối đa
 Không thể tiến hành giao dịch",,33,futuresTransaction.maxPositionPopup.content
您所輸入的止盈價格無效,您所输入的止盈价格无效,Invalid entry for take profit price,,ราคาทำกำไรที่คุณป้อนไม่ถูกต้อง,,12,,,11,,,15,Giá cả chốt lãi mà bạn nhập không có hiệu lực,,24,"futuresTransaction.stopProfitError,orderModify.stopProfitError,positionModify.stopProfitError"
您所輸入的止損價格無效,您所输入的止损价格无效,Invalid entry for stop loss price,,ราคาหยุดการขาดทุนที่คุณป้อนไม่ถูกต้อง,,12,,,11,,,15,Giá cả chốt lỗ mà bạn nhập không có hiệu lực,,24,"futuresTransaction.stopLossError,orderModify.stopLossError,positionModify.stopLossError"
有效的追蹤止損距離為：{min}-{max}點,有效的追踪止损距离为：{min}-{max}点,The valid trailing stop distance is: {min}-{max} points.,,ระยะหยุดต่อท้ายที่ถูกต้องคือ: {min}-{max} จุด,,14 + ?,,,12 + ?,,,16 + ?,Khoảng cách theo dõi chốt lỗ có hiệu lực là: {min}-{max} điểm,,27 + ?,"futuresTransaction.trailingStopRangeHint,orderModify.trailingStopRangeHint,positionModify.trailingStopRangeHint"
追蹤止損須在限制範圍內,追踪止损须在限制范围内,Trailing stop must be within the limit.,,การหยุดต่อท้ายต้องอยู่ภายในขีดจำกัด,,12,,,11,,,15,Theo dõi chốt lỗ phải trong phạm vi giới hạn,,24,"futuresTransaction.errorTrailingStopOutRange,orderModify.errorTrailingStopOutRange,positionModify.errorTrailingStopOutRange"
您輸入的掛單價格無效,,,,,,11,,,10,,,14,,,22,futuresTransaction.errorLimitPriceOutTip
全倉模式,全仓模式,Cross Leverage,,โหมด Cross Leverage,,4,フルウェアハウスモード,,4,전체 창고 모드,,5,Chế độ ký quỹ chéo,,9,"tradeModePopup.contentTitle1,futuresDetail.fullWarehouse"
倉位模式,仓位模式,Position Mode,,โหมดตำแหน่ง(Position Mode),,4,位置モード,,4,위치 모드,,5,Chế độ tạo vị thế,,9,tradeModePopup.title
調整倉位模式僅對當前交易訂單生效。,调整仓位模式仅对当前交易订单生效。,Adjustment to the position mode is only effective for the current trading order.,,การปรับโหมดตำแหน่งจะมีผลเฉพาะกับคำสั่งซื้อขายปัจจุบันเท่านั้น,,20,位置モードの調整は、現在のトランザクション順序にのみ有効になります。,,17,위치 모드 조정은 현재 트랜잭션 순서에만 적용됩니다.,,23,Điều chỉnh chế độ tạo vị thế chỉ có hiệu lực đối với Đơn đặt hàng giao dịch hiện tại.,,38,tradeModePopup.titleHint
什麼是全倉和逐倉模式？,什么是全仓和逐仓模式？,What are the cross margin mode and isolated margin mode?,,โหมดcross margin และโหมดisolated marginคืออะไร,,12,フルポジションとポジショニングモードとは何ですか？,,11,전체 위치 및 위치 모드 란 무엇입니까?,,15,Chế độ ký quỹ chéo và vị thế giao dịch là gì?,,24,tradeModePopup.subTitle
逐倉模式,逐仓模式,Isolated Margin Mode,,โหมดisolated margin,,4,ポジショニングモード,,4,위치 모드,,5,Chế độ vị thế giao dịch,,9,tradeModePopup.contentTitle2
在全倉下保證金，賬戶裡所有可用餘額都可以充當擔保資產，維持保證金要求以避免被強制平倉。如果強制平倉，全部相對應的可用餘額可能會損失。,在全仓下保证金，账户里所有可用馀额都可以充当担保资产，维持保证金要求以避免被强制平仓。如果强制平仓，全部相对应的可用馀额可能会损失。,"Under cross margin mode, all the available balance in your account can be used as collateral to meet the maintenance margin required to avoid forced liquidation. If positions are liquidated, all the corresponding available balances may be lost.",,,,77,完全な倉庫では、アカウント内のすべての利用可能な残高は、強制清算を避けるためにマージン要件を維持するための保証資産として使用できます。清算が強制された場合、対応するすべての残高が失われる可能性があります。,,66,전체 창고에서 계정의 사용 가능한 모든 잔액은 강제 청산을 피하기 위해 마진 요구 사항을 유지하기위한 자산으로 사용할 수 있습니다. 청산이 강제되면 모든 해당 잔액이 손실 될 수 있습니다.,,92,,,148,tradeModePopup.contentDescription1
在逐倉保證金下，一定數量保證金被分配到倉位上，可手動調整倉位保證金。如果倉位保證金虧損到低於維持保證金水平，倉位將會被強平。在強制平倉的狀況下，您可能會損失起始保證金和加入到此倉位的追加保證金。,在逐仓保证金下，一定数量保证金被分配到仓位上，可手动调整仓位保证金。如果仓位保证金亏损到低于维持保证金水平，仓位将会被强平。在强制平仓的状况下，您可能会损失起始保证金和加入到此仓位的追加保证金。,"Under isolated margin mode, a certain amount of margin is allocated to the position, and the margin can be adjusted manually. Open positions will be liquidated if the position margin is below the maintenance margin level. In the case of forced liquidation, you may lose the initial margin and the additional margin added to this position.",,ภายใต้โหมด cross margin มาร์จิ้นจำนวนหนึ่งจะถูกจัดสรรไปยังตำแหน่ง และสามารถมาร์จิ้นได้ด้วยตนเอง โพซิชั่นที่เปิดอยู่จะถูกชำระบัญชีหากมาร์จิ้นของโพซิชั่นต่ำกว่าระดับมาร์จิ้นเพื่อการรักษาข้อกำหนด ในกรณีของการบังคับชำระบัญชี คุณอาจสูญเสียหลักประกันเริ่มต้นและหลักประกันเพิ่มเติมที่เพิ่มในตำแหน่งนี้,,114,ポジショニングの位置の下で、一定量のマージンが位置に割り当てられ、位置マージンを手動で調整できます。位置の位置の位置がメンテナンス預金レベルよりも低い場合、位置は強くなります。強制清算の場合、この位置に追加されるスタートマージンと追加のマージンを失う可能性があります。,,97,"포지셔닝 위치 하에서 일정량의 마진이 위치에 할당되고 위치 여백을 수동으로 조정할 수 있습니다. 위치의 위치가 유지 보수 예금 수준보다 낮 으면 위치가 강할 것입니다. 의무 청산의 경우, 시작 마진 과이 위치에 추가되는 추가 마진을 잃을 수 있습니다.",,135,"Tại tiền bảo lãnh ở vị thế giao dịch, tiền bảo lãnh với số lượng nhất định bị phân vào tạo vị thế, có thể điều chỉnh tiền bảo lãnh tạo vị thế bằng tay. Nếu tiền bảo lãnh tạo vị thế thấp hơn mức tiền bảo lãnh duy trì, thì tạo vị thế sẽ bị cương chế thanh lý. Trong trường hợp cưỡng chế thanh lý, bạn có thể sẽ tổn thất tiền bảo lãnh ban đầu và tiền bảo lãnh thêm vào tạo vị thé này.",,218,tradeModePopup.contentDescription2
確定,确定,Confirm,,ยืนยัน,,2,もちろん,,2,확신하는,,2,Chắc chắn,,4,tradeModePopup.button
新增推薦碼,新增推荐码,Add Referral Code,,เพิ่มโค้ดแนะนำ,,5,推奨コードを追加しました,,5,추천 코드가 추가되었습니다,,7,Thêm mã giới thiệu,,11,"accountData.referralAddButton,referralCodeBind.addButton,editAgentReferralCode.addReferralCodeTitle"
無,无,None,,ไม่มี,,1,なし,,1,없음,,1,Không có,,2,"accountData.referralCodeHint,futuresAlert.enterPriceHint"
驗證Email,验证Email,Verify Email,,ตรวจสอบอีเมล์,,8,Eメールを確認します,,7,이메일을 확인하십시오,,9,Nghiệm chứng Email,,15,"accountData.emailVerifyButton,emailBind.appBarTitle"
尚未設定,尚未设定,Not set up yet,,ยังไม่ได้ตั้งค่า,,4,尚未設定,,4,또한 설정되지 않습니다,,5,Chưa thiết lập,,9,"accountData.phoneHint,accountData.emailHint"
手機號碼,手机号码,Mobile Number,,เบอร์มือถือ,,4,携帯番号,,4,핸드폰 번호,,5,Số điện thoại di động,,9,accountData.phoneTitle
驗證手機,验证手机,Verify Mobile Number,,ยืนยันหมายเลขโทรศัพท์มือถือ,,4,携帯電話を確認します,,4,휴대 전화를 확인하십시오,,5,Nghiệm chứng điện thoại di động,,9,accountData.phoneVerifyButton
Email,Email,Email,,อีเมล,,5,Eメール,,5,이메일,,7,Email,,11,"accountData.emailTitle,forgotPassword.email"
真實姓名,真实姓名,Real Name,,ชื่อจริง,,4,実際の名前,,4,실제 이름,,5,Họ tên thực,,9,"applyAgent.realName,accountIdentifyData.actualNameTitle,personalVerify.realNameTitle"
申請成功,申请成功,Application Successful,,คำร้องขอสำเร็จ,,4,成功したアプリケーション,,4,성공적인 응용 프로그램,,5,Đăng ký thành công,,9,applyAgent.applySuccess
申請審核預計會需要,申请审核预计会需要,An application for review takes,,การตรวจสอบจะใช้เวลา,,10,アプリケーションのレビューが必要になると予想されます,,9,응용 프로그램 검토가 필요할 것으로 예상됩니다,,12,Đăng ký thẩm hạch dự tính sẽ cần,,20,applyAgent.daysAuditingExpectedHintPart1
3~5,3~5,3~5,,3~5,,3,3〜5,,3,3 ~ 5,,4,3~5,,6,applyAgent.daysAuditingExpectedHintPart2
"個工作天。
申請通過後，將會主動通知，就可以使用 APP 內的代理前台來邀請用戶並開始交易。","个工作天。
申请通过后，将会主动通知，就可以使用 APP 内的代理前台来邀请用户并开始交易。","
working days. You will be notified after the application is approved. Then you can use the agent front desk in the APP to invite users and start trading.",,,,50,"営業日。
アプリケーションが承認された後、アプリのユーザーに通知してユーザーを招待して取引を開始するイニシアチブを取得します。",,43,"근무일.
응용 프로그램이 승인 된 후에는 앱의 사용자에게 사용자를 초대하고 거래를 시작하기 위해 이니셔티브를 취합니다.",,60,,,96,applyAgent.daysAuditingExpectedHintPart3
