zh_TW,zh-CN,en-En,en手動調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
全倉模式說明,全仓模式说明,Cross Leverage Description,,คำอธิบายโหมดคลังสินค้าเต็มรูปแบบ,,7,フルウェアハウスモードの説明,,6,전체 창고 모드 설명,,8,Mô tả chế độ kho đầy đủ,,13,futuresDetail.fullWarehouseTipTitle
交易時段,交易时段,Trading Session,,ระยะเวลาการทำธุรกรรม,,4,トランザクション期間,,4,거래 기간,,5,Thời gian giao dịch,,9,"futuresDetail.transactionTimeTitle,futuresContract.transactionTimeTitle"
在 {time} 開市,,Market opens at {time},,,,3 + ?,,,3 + ?,,,4 + ?,,,6 + ?,futuresDetail.whenOpenMarket
變更最愛列表成功,变更最爱列表成功,Favorite list changed successfully,,เปลี่ยนความสำเร็จในรายการที่ชื่นชอบ,,9,お気に入りのリストの成功を変更します,,8,좋아하는 목록 성공을 변경하십시오,,11,Thay đổi danh sách yêu thích thành công,,18,futuresSearch.changeFavoriteSuccess
品種,品种,Products,,ความหลากหลาย,,2,バラエティ,,2,다양성,,2,Đa dạng,,4,futuresSearch.futuresType
添加,添加,Add,,เพิ่ม,,2,追加,,2,추가,,2,Thêm vào,,4,futuresSearch.add
查無相關品種,查无相关品种,No related varieties found,,ความหลากหลายที่ไม่เกี่ยวข้อง,,7,無関係な品種,,6,관련이없는 다양성,,8,Sự đa dạng không liên quan,,13,futuresSearch.searchEmptyTip
更多,更多,More,,มากกว่า,,2,もっと,,2,더,,2,Hơn,,4,"futuresChart.more,agentOverview.more"
BOLL,BOLL,BOLL,,บอล,,4,ボル,,4,볼,,5,Boll,,9,"futuresChart.indicatorBoll,chartBollSetting.appBarTitle,chartSetting.indicatorBoll"
KDJ,KDJ,KDJ,,KDJ,,3,KDJ,,3,KDJ,,4,KDJ,,6,"futuresChart.indicatorKdj,chartKdjSetting.appBarTitle,chartSetting.indicatorKdj"
MACD,MACD,MACD,,MACD,,4,Macd,,4,MACD,,5,MacD,,9,"futuresChart.indicatorMacd,chartMacdSetting.appBarTitle,chartSetting.indicatorMacd"
MA,MA,MA,,และ,,2,と,,2,그리고,,2,Và,,4,"futuresChart.indicatorMa,chartMaSetting.appBarTitle,chartMaSetting.indexMa,chartSetting.indicatorMa"
RSI,RSI,RSI,,RSI,,3,rsi,,3,RSI,,4,RSI,,6,"futuresChart.indicatorRsi,chartRsiSetting.appBarTitle,chartRsiSetting.indexRsi,chartSetting.indicatorRsi"
WR,WR,WR,,WR,,2,wr,,2,WR,,2,WR,,4,"futuresChart.indicatorWr,chartWrSetting.appBarTitle,chartWrSetting.indexWr,chartSetting.indicatorWr"
收盤,收盘,Close,,ปิด I,,2,近い,,2,닫다,,2,Đóng,,4,futuresChart.closePrice
漲跌值,涨跌值,Volatility Value,,ขึ้นและลง,,3,浮き沈み,,3,기복,,4,Thăng trầm,,6,futuresChart.changeValue
加載失敗,加载失败,Loading Failed,,ไม่สามารถโหลดได้,,4,読み込みに失敗しました,,4,불러 오지 못했습니다,,5,Không tải được,,9,futuresChart.loadFailTitle
無法獲取到資料,无法获取到资料,You are unable to obtain information.,,ไม่สามารถรับข้อมูลได้,,8,情報を取得できません,,7,정보를 얻을 수 없습니다,,9,Không thể lấy thông tin,,15,futuresChart.loadFailContent
1分,1分,1m,,1 คะแนน,,2,1ポイント,,2,1 포인트,,2,1 điểm,,4,futuresChart.chartMinute1
5分,5分,5m,,5 คะแนน,,2,5ポイント,,2,5 포인트,,2,5 điểm,,4,futuresChart.chartMinute5
15分,15分,15m,,15 คะแนน,,3,15ポイント,,3,15 포인트,,4,15 điểm,,6,futuresChart.chartMinute15
30分,30分,30m,,30 คะแนน,,3,30ポイント,,3,30 포인트,,4,30 điểm,,6,futuresChart.chartMinute30
周線,周线,5 MA,,รายสัปดาห์,,2,毎週,,2,주간,,2,Hàng tuần,,4,futuresChart.chartWeek1
月線,月线,20 MA,,สายพระจันทร์,,2,月線,,2,달 노선,,2,Đường mặt trăng,,4,futuresChart.chartMonth1
日線,日线,1 MA,,สายญี่ปุ่น,,2,日線,,2,일본 라인,,2,Dòng Nhật Bản,,4,futuresChart.chartDay
暫無公告,暂无公告,No announcement for the moment,,ไม่มีการประกาศ,,4,発表はありません,,4,발표가 없습니다,,5,Không có thông báo,,9,announcement.emptyDataTip
查無活動,,No Event found,,,,4,,,4,,,5,,,9,campaign.emptyTip
暫無資料,暂无资料,No information available for the moment,,ยังไม่มีข้อมูล,,4,まだ情報はありません,,4,아직 정보가 없습니다,,5,Chưa có thông tin,,9,"qa.emptyTip,agentTransactionSettingList.emptyTip,agentProfitSharing.emptyTip,agentReferralCode.emptyTip,agentReferralCodeList.emptyTip,agentProfitSharingSearch.emptyTip,agentReferralCodeSearch.emptyTip,editAgentReferralCode.emptyTip,agentUserProfitSharingFormList.emptyTip,agentProfitList.emptyTip"
無法找到想要的解答？,无法找到想要的解答？,Can't find the answer you want?,,ไม่พบคำตอบที่คุณต้องการ?,,11,あなたが望む答えが見つかりませんか？,,10,원하는 대답을 찾을 수 없습니까?,,14,Không thể tìm thấy câu trả lời bạn muốn?,,22,qa.noFindQaTip1
請聯絡我們,请联络我们,Please contact us.,,กรุณาติดต่อเรา,,5,お問い合わせください,,5,연락주세요,,7,Xin vui lòng liên hệ với chúng tôi,,11,qa.noFindQaTip2
品項,品项,Item,,รายการอาหาร,,2,食品,,2,식품,,2,Đồ ăn,,4,"agentConditionFuturesList.ItemsTitle,addAgentReferralCodePopup.itemsTitle"
代理條件-交易點差及手續費範圍列表,代理条件-交易点差及手续费范围列表,Terms of Agency-List of Spread and Transaction Fee Limit,,การแสดงเงื่อนไขการซื้อรายการที่ไม่ดีและรายการค่าธรรมเนียมการจัดการ,,20,演技条件取引ポイント不良および処理手数料リストリスト,,17,조건 거래 지점이 열악하고 처리 수수료 목록 목록,,23,Quyền điều kiện giao dịch điểm kém và danh sách phí xử lý,,38,agentConditionFuturesList.nameDescription
銀行轉帳,银行转帐,Bank Transfer,,การโอนเงิน,,4,送金,,4,돈 이체,,5,chuyển tiền,,9,"withdrawCategory.auditMethodBankTitle,withdrawBank.appBarTitle,paymentBank.appBarTitle,paymentMethod.bankTitle"
請選擇出金方法,请选择出金方法,Please select a withdrawal method.,,โปรดเลือกวิธีทองคำ,,8,ゴールドメソッドを選択してください,,7,금 방법을 선택하십시오,,9,Vui lòng chọn phương pháp vàng,,15,withdrawCategory.appBarTitle
"24 小時內出金次數已達上限
請於 24 小時後再次提交申請。","24 小时内出金次数已达上限
请于 24 小时后再次提交申请。","The withdrawal limits within 24 hours have reached the upper limit. 
Please submit your application again after 24 hours.",,"จำนวนทองคำที่ออกภายใน 24 ชั่วโมงถึงขีด จำกัด สูงสุด
กรุณาส่งใบสมัครอีกครั้งหลังจาก 24 ชั่วโมง",,31,"24時間以内に発行された金の数は上限に達しました
24時間後にもう一度申請書を提出してください。",,27,"24 시간 이내에 발행 된 금의 수는 상한에 도달했습니다.
24 시간 후에 신청서를 다시 제출하십시오.",,37,"Số lượng vàng được phát hành trong vòng 24 giờ đã đạt đến giới hạn trên
Vui lòng nộp đơn đăng ký lại sau 24 giờ.",,60,withdrawCategory.withdrawLimitTip
"目前不是出金時間
請於以下時段再次申請出金","目前不是出金时间
请于以下时段再次申请出金","It's not the time for withdrawing funds now. 
Please apply for withdrawal again during the following periods.",,"ไม่ใช่เวลาสำหรับทองคำ
กรุณาสมัครเงินอีกครั้งในช่วงเวลาต่อไปนี้",,23,"金の時ではありません
次の期間にもう一度お金を申請してください",,20,"금을위한 시간이 아닙니다
다음 기간에 다시 돈을 신청하십시오",,28,"Đó không phải là lúc cho vàng
Vui lòng nộp đơn xin tiền một lần nữa trong khoảng thời gian sau",,45,withdrawCategory.notWithdrawTimeTip
出金方式,出金方式,Withdrawal Method,,ทางสีทอง,,4,ゴールデンウェイ,,4,골든 웨이,,5,Cách vàng,,9,withdrawCategory.bankMethodTitle
其餘出金方式,其馀出金方式,Other Withdrawal Methods,,ส่วนที่เหลือของวิธีทองคำ,,7,残りのゴールド法,,6,나머지 금 방법,,8,Phần còn lại của phương pháp vàng,,13,withdrawCategory.otherMethodTitle
如欲申請資產出金，請切換回用戶模式進行申請。,如欲申请资产出金，请切换回用户模式进行申请。,"If you want to apply for funds withdrawal, please switch back to user mode to apply.",,หากคุณต้องการสมัครสินทรัพย์โปรดเปลี่ยนกลับไปที่โหมดผู้ใช้สำหรับแอปพลิเคชัน,,25,資産を申請する場合は、アプリケーションのためにユーザーモードに戻ります。,,22,자산을 신청하려면 응용 프로그램을 위해 사용자 모드로 다시 전환하십시오.,,30,"Nếu bạn muốn đăng ký tài sản, vui lòng chuyển trở lại chế độ người dùng cho ứng dụng.",,49,withdrawCategory.agentModeTip
如欲申請其他出金方式，請前往,如欲申请其他出金方式，请前往,"If you want to apply for other withdrawal methods, please go to ",,หากคุณต้องการสมัครใช้วิธีทองคำอื่น ๆ โปรดไป,,16,他の金の方法を申請したい場合は、行ってください,,14,다른 금 방법을 신청하려면 가십시오.,,19,"Nếu bạn muốn đăng ký các phương pháp vàng khác, vui lòng đi",,31,withdrawCategory.userModeTip.part1
帳戶管理,帐户管理,Account Management,,การจัดการบัญชี,,4,アカウント管理,,4,계정 관리,,5,Quản lý tài khoản,,9,withdrawCategory.userModeTip.part2
進行申請。,进行申请。,to make an application.,,นำมาใช้.,,5,申し込み。,,5,적용하다.,,7,Ứng dụng.,,11,withdrawCategory.userModeTip.part3
審核中的出金申請,审核中的出金申请,Withdrawal Application under Review,,แอปพลิเคชันสำหรับการฝากเงินในการตรวจสอบ,,9,監査でのデポジットの申請,,8,감사에 입금 신청,,11,Đơn xin gửi tiền trong kiểm toán,,18,withdrawCategory.auditListTitle
"
您沒有任何出金帳戶，請前往申請出金帳戶並認證後，再次申請出金。","
您没有任何出金帐户，请前往申请出金帐户并认证后，再次申请出金。","You do not have any withdrawal account, please go to apply for a withdrawal account and verify it, and try withdrawal again.",,"
คุณไม่มีบัญชีบัญชีใด ๆ โปรดไปสมัครบัญชีทองคำและรับรองก่อนที่จะสมัครเงินอีกครั้ง",,36,"
アカウントアカウントはありません。ゴールドアカウントを申請して、再び申請する前に認定してください。",,31,"
귀하는 계정 계정이 없습니다. 금 계좌를 신청하고 다시 신청하기 전에 인증을 받으십시오.",,43,"
Bạn không có tài khoản nào, vui lòng đăng ký tài khoản vàng và chứng nhận trước khi đăng ký tiền.",,69,withdrawCategory.methodEmptyTip
